pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist
Kepler-1001 b,Kepler-1001,Transit,2016,14.3051,3.15,nan,nan,5491.0,928.978
Kepler-1002 b,Kepler-1002,Transit,2016,4.3364,1.71,nan,nan,6144.0,408.303
Kepler-1003 b,Kepler-1003,Transit,2016,3.5549,1.78,nan,nan,6109.0,941.902
Kepler-1004 b,Kepler-1004,Transit,2016,5.2879,6.28,nan,nan,4972.0,1152.68
Kepler-1005 b,Kepler-1005,Transit,2016,6.498,1.5,nan,nan,5782.0,567.806
Kepler-1006 b,Kepler-1006,Transit,2016,19.7617,1.54,nan,nan,5328.0,nan
Kepler-1007 b,Kepler-1007,Transit,2016,5.185,1.44,nan,nan,4587.0,nan
Kepler-1008 b,Kepler-1008,Transit,2016,12.4393,1.28,nan,nan,5066.0,282.565
Kepler-1009 b,Kepler-1009,Transit,2016,11.3501,2.17,nan,nan,4027.0,355.019
Kepler-1010 b,Kepler-1010,Transit,2016,34.2686,2.32,nan,nan,5253.0,579.273
Kepler-1011 b,Kepler-1011,Transit,2016,5.7532,2.87,nan,nan,5416.0,736.779
Kepler-1012 b,Kepler-1012,Transit,2016,5.5086,1.29,nan,nan,5556.0,411.077
Kepler-1013 b,Kepler-1013,Transit,2016,18.9305,2.15,nan,nan,4954.0,422.246
Kepler-1014 b,Kepler-1014,Transit,2016,16.5711,2.39,nan,nan,5388.0,624.8
Kepler-1015 b,Kepler-1015,Transit,2016,16.0049,3.55,nan,nan,6769.0,739.357
Kepler-1016 b,Kepler-1016,Transit,2016,1.9545,2.18,nan,nan,5821.0,1402.82
Kepler-1016 c,Kepler-1016,Transit,2016,105.6551,3.68,nan,nan,5821.0,1402.82
Kepler-1017 b,Kepler-1017,Transit,2016,7.234,1.99,nan,nan,5473.0,552.058
Kepler-1018 b,Kepler-1018,Transit,2016,49.1014,2.58,nan,nan,5518.0,1010.01
Kepler-1019 b,Kepler-1019,Transit,2016,1.4112,1.46,nan,nan,4433.0,194.182
Kepler-1020 b,Kepler-1020,Transit,2016,96.9151,2.28,nan,nan,5227.0,415.358
Kepler-1021 b,Kepler-1021,Transit,2016,13.4747,2.33,nan,nan,5431.0,810.082
Kepler-1022 b,Kepler-1022,Transit,2016,10.9947,2.36,nan,nan,4445.0,420.042
Kepler-1023 b,Kepler-1023,Transit,2016,62.1388,2.63,nan,nan,5494.0,694.175
Kepler-1024 b,Kepler-1024,Transit,2016,66.4162,3.91,nan,nan,5143.0,1087.4
Kepler-1025 b,Kepler-1025,Transit,2016,37.3229,1.98,nan,nan,6089.0,803.776
Kepler-1026 b,Kepler-1026,Transit,2016,36.5156,2.21,nan,nan,4948.0,351.239
Kepler-1027 b,Kepler-1027,Transit,2016,1.9078,0.89,nan,nan,5436.0,405.104
Kepler-1028 b,Kepler-1028,Transit,2016,2.5146,1.33,nan,nan,5522.0,607.916
Kepler-1029 b,Kepler-1029,Transit,2016,4.4177,1.26,nan,nan,5030.0,366.656
Kepler-1030 b,Kepler-1030,Transit,2016,19.3295,2.48,nan,nan,4983.0,758.702
Kepler-1031 b,Kepler-1031,Transit,2016,1.2262,0.87,nan,nan,6011.0,682.882
Kepler-1032 b,Kepler-1032,Transit,2016,3.2901,1.87,nan,nan,4647.0,673.01
Kepler-1033 b,Kepler-1033,Transit,2016,7.5605,2.51,nan,nan,5547.0,1455.5
Kepler-1034 b,Kepler-1034,Transit,2016,12.124,2.26,nan,nan,5198.0,654.549
Kepler-1035 b,Kepler-1035,Transit,2016,2.7141,1.17,nan,nan,5763.0,562.116
Kepler-1036 b,Kepler-1036,Transit,2016,122.8808,3.01,nan,nan,5533.0,489.435
Kepler-1037 b,Kepler-1037,Transit,2016,1.0638,1.28,nan,nan,5105.0,446.914
Kepler-1038 b,Kepler-1038,Transit,2016,148.4603,3.53,nan,nan,5335.0,584.136
Kepler-1039 b,Kepler-1039,Transit,2016,0.9349,1.46,nan,nan,4870.0,306.91
Kepler-1040 b,Kepler-1040,Transit,2016,201.1214,2.08,nan,nan,5694.0,482.119
Kepler-1041 b,Kepler-1041,Transit,2016,24.7576,2.94,nan,nan,5957.0,1485.82
Kepler-1042 b,Kepler-1042,Transit,2016,10.132,2.19,nan,nan,4815.0,nan
Kepler-1043 b,Kepler-1043,Transit,2016,38.5053,2.55,nan,nan,5629.0,903.332
Kepler-1044 b,Kepler-1044,Transit,2016,6.7741,2.67,nan,nan,5985.0,1278.96
Kepler-1045 b,Kepler-1045,Transit,2016,26.4105,2.69,nan,nan,5301.0,942.485
Kepler-1046 b,Kepler-1046,Transit,2016,14.3751,1.71,nan,nan,5913.0,721.534
Kepler-1047 b,Kepler-1047,Transit,2016,56.1887,2.09,nan,nan,5754.0,817.647
Kepler-1047 c,Kepler-1047,Transit,2016,3.189,0.99,nan,nan,5754.0,817.647
Kepler-1048 b,Kepler-1048,Transit,2016,6.921,1.61,nan,nan,4651.0,556.006
Kepler-1049 b,Kepler-1049,Transit,2016,3.2735,0.95,nan,nan,3864.0,162.006
Kepler-1050 b,Kepler-1050,Transit,2016,15.3788,1.6,nan,nan,6010.0,490.488
Kepler-1050 c,Kepler-1050,Transit,2016,21.1285,1.48,nan,nan,6010.0,490.488
Kepler-1051 b,Kepler-1051,Transit,2016,25.962,3.4,nan,nan,6675.0,829.343
Kepler-1052 b,Kepler-1052,Transit,2016,34.8538,2.93,nan,nan,5888.0,943.444
Kepler-1053 b,Kepler-1053,Transit,2016,2.4144,0.98,nan,nan,4529.0,151.129
Kepler-1054 b,Kepler-1054,Transit,2016,4.3066,2.63,nan,nan,6209.0,1090.51
Kepler-1055 b,Kepler-1055,Transit,2016,2.295,1.23,nan,nan,5723.0,389.397
Kepler-1056 b,Kepler-1056,Transit,2016,27.4956,3.01,nan,nan,6127.0,982.51
Kepler-1057 b,Kepler-1057,Transit,2016,14.0883,3.36,nan,nan,5987.0,1201.82
Kepler-1058 b,Kepler-1058,Transit,2016,110.9655,2.72,nan,nan,4644.0,491.997
Kepler-1059 b,Kepler-1059,Transit,2016,3.7642,1.73,nan,nan,4906.0,713.167
Kepler-1060 b,Kepler-1060,Transit,2016,46.8779,2.38,nan,nan,5797.0,946.565
Kepler-1061 b,Kepler-1061,Transit,2016,2.758,1.98,nan,nan,6067.0,543.375
Kepler-1062 b,Kepler-1062,Transit,2016,9.3041,1.76,nan,nan,4597.0,397.455
Kepler-1063 b,Kepler-1063,Transit,2016,14.0797,1.49,nan,nan,5945.0,343.226
Kepler-1064 b,Kepler-1064,Transit,2016,16.5408,1.55,nan,nan,5153.0,nan
Kepler-1065 b,Kepler-1065,Transit,2016,3.6093,3.73,nan,nan,5635.0,1122.48
Kepler-1065 c,Kepler-1065,Transit,2016,2.3703,1.6,nan,nan,5635.0,1122.48
Kepler-1066 b,Kepler-1066,Transit,2016,1.9316,2.36,nan,nan,5762.0,344.251
Kepler-1067 b,Kepler-1067,Transit,2016,0.7621,0.8,nan,nan,5592.0,667.693
Kepler-1068 b,Kepler-1068,Transit,2016,16.9234,3.63,nan,nan,5806.0,1473.61
Kepler-1069 b,Kepler-1069,Transit,2016,23.899,1.6,nan,nan,5722.0,695.967
Kepler-1070 b,Kepler-1070,Transit,2016,6.2216,1.73,nan,nan,6261.0,939.001
Kepler-1071 b,Kepler-1071,Transit,2016,6.18,2.38,nan,nan,5215.0,1042.27
Kepler-1072 b,Kepler-1072,Transit,2016,1.5691,1.58,nan,nan,6199.0,982.716
Kepler-1073 b,Kepler-1073,Transit,2016,8.6789,2.3,nan,nan,5792.0,809.897
Kepler-1073 c,Kepler-1073,Transit,2016,4.0258,1.64,nan,nan,5792.0,809.897
Kepler-1074 b,Kepler-1074,Transit,2016,5.9457,1.25,nan,nan,4002.0,250.817
Kepler-1075 b,Kepler-1075,Transit,2016,1.5237,1.42,nan,nan,3959.0,291.275
Kepler-1076 b,Kepler-1076,Transit,2016,6.1473,0.8,nan,nan,4868.0,nan
Kepler-1077 b,Kepler-1077,Transit,2016,34.3512,2.77,nan,nan,5816.0,1101.42
Kepler-1078 b,Kepler-1078,Transit,2016,3.0073,1.9,nan,nan,5612.0,2481.71
Kepler-1079 b,Kepler-1079,Transit,2016,13.245,1.63,nan,nan,5758.0,591.098
Kepler-1080 b,Kepler-1080,Transit,2016,77.2548,3.28,nan,nan,5956.0,1382.82
Kepler-1081 b,Kepler-1081,Transit,2016,3.8569,1.01,nan,nan,5345.0,420.215
Kepler-1082 b,Kepler-1082,Transit,2016,1.5432,1.12,nan,nan,5923.0,739.557
Kepler-1083 b,Kepler-1083,Transit,2016,33.4178,3.36,nan,nan,5049.0,902.633
Kepler-1084 b,Kepler-1084,Transit,2016,2.0533,1.11,nan,nan,6113.0,405.533
Kepler-1085 b,Kepler-1085,Transit,2016,219.3218,7.22,nan,nan,6000.0,1364.53
Kepler-1086 b,Kepler-1086,Transit,2016,18.7843,2.44,nan,nan,4350.0,466.084
Kepler-1086 c,Kepler-1086,Transit,2016,161.5163,2.94,nan,nan,4350.0,466.084
Kepler-1087 b,Kepler-1087,Transit,2016,0.6938,0.61,nan,nan,5589.0,362.623
Kepler-1088 b,Kepler-1088,Transit,2016,23.1275,1.42,nan,nan,5975.0,280.629
Kepler-1089 b,Kepler-1089,Transit,2016,5.1325,1.83,nan,nan,3753.0,259.328
Kepler-1090 b,Kepler-1090,Transit,2016,198.6802,2.25,nan,nan,5321.0,858.77
Kepler-1091 b,Kepler-1091,Transit,2016,1.4347,1.46,nan,nan,5851.0,914.299
Kepler-1092 b,Kepler-1092,Transit,2016,58.6018,2.07,nan,nan,5862.0,981.233
Kepler-1093 b,Kepler-1093,Transit,2016,25.0825,1.95,nan,nan,6166.0,1072.88
Kepler-1093 c,Kepler-1093,Transit,2016,89.7223,1.96,nan,nan,6166.0,1072.88
Kepler-1094 b,Kepler-1094,Transit,2016,78.1,3.18,nan,nan,6112.0,1291.01
Kepler-1095 b,Kepler-1095,Transit,2016,4.271,1.21,nan,nan,5658.0,792.522
Kepler-1096 b,Kepler-1096,Transit,2016,2.8922,1.24,nan,nan,4306.0,377.976
Kepler-1097 b,Kepler-1097,Transit,2016,187.747,3.26,nan,nan,5211.0,719.802
Kepler-1098 b,Kepler-1098,Transit,2016,2.5431,1.3,nan,nan,5794.0,1049.19
Kepler-1099 b,Kepler-1099,Transit,2016,2.1685,2.83,nan,nan,5837.0,1022.8
Kepler-1100 b,Kepler-1100,Transit,2016,6.422,1.75,nan,nan,6247.0,693.618
Kepler-1101 b,Kepler-1101,Transit,2016,81.3151,2.47,nan,nan,5614.0,742.473
Kepler-1102 b,Kepler-1102,Transit,2016,51.3286,2.66,nan,nan,5724.0,1246.05
Kepler-1103 b,Kepler-1103,Transit,2016,19.7919,2.27,nan,nan,6092.0,1331.92
Kepler-1104 b,Kepler-1104,Transit,2016,5.0373,1.23,nan,nan,6417.0,530.658
Kepler-1105 b,Kepler-1105,Transit,2016,4.4216,2.01,nan,nan,4299.0,318.004
Kepler-1106 b,Kepler-1106,Transit,2016,1.2528,1.65,nan,nan,6104.0,1090.7
Kepler-1107 b,Kepler-1107,Transit,2016,0.571,1.34,nan,nan,5268.0,428.798
Kepler-1108 b,Kepler-1108,Transit,2016,4.5101,1.46,nan,nan,5406.0,767.701
Kepler-1109 b,Kepler-1109,Transit,2016,37.6467,2.19,nan,nan,5893.0,685.087
Kepler-1110 b,Kepler-1110,Transit,2016,9.6931,2.66,nan,nan,4781.0,726.828
Kepler-1111 b,Kepler-1111,Transit,2016,8.7962,2.0,nan,nan,6077.0,841.536
Kepler-1112 b,Kepler-1112,Transit,2016,14.3627,3.02,nan,nan,6496.0,1671.28
Kepler-1113 b,Kepler-1113,Transit,2016,42.3005,2.81,nan,nan,5931.0,1073.88
Kepler-1114 b,Kepler-1114,Transit,2016,14.9744,1.35,nan,nan,5374.0,418.417
Kepler-1115 b,Kepler-1115,Transit,2016,23.5541,1.7,nan,nan,8480.0,983.245
Kepler-1116 b,Kepler-1116,Transit,2016,41.6978,2.54,nan,nan,5641.0,1008.57
Kepler-1117 b,Kepler-1117,Transit,2016,4.7903,1.11,nan,nan,5612.0,568.487
Kepler-1118 b,Kepler-1118,Transit,2016,38.6715,2.74,nan,nan,5688.0,888.325
Kepler-1119 b,Kepler-1119,Transit,2016,8.3265,1.92,nan,nan,6083.0,1757.23
Kepler-1120 b,Kepler-1120,Transit,2016,2.949,1.38,nan,nan,4904.0,615.231
Kepler-1121 b,Kepler-1121,Transit,2016,13.1514,1.91,nan,nan,6231.0,482.047
Kepler-1122 b,Kepler-1122,Transit,2016,42.1917,2.04,nan,nan,5544.0,1230.42
Kepler-1123 b,Kepler-1123,Transit,2016,4.3395,1.67,nan,nan,5500.0,704.323
Kepler-1124 b,Kepler-1124,Transit,2016,2.8523,1.28,nan,nan,3658.0,289.899
Kepler-1125 b,Kepler-1125,Transit,2016,17.6701,1.84,nan,nan,5683.0,2011.41
Kepler-1126 b,Kepler-1126,Transit,2016,108.5933,1.73,nan,nan,5798.0,635.736
Kepler-1127 b,Kepler-1127,Transit,2016,5.1233,1.96,nan,nan,5664.0,842.459
Kepler-1128 b,Kepler-1128,Transit,2016,61.6178,3.65,nan,nan,5543.0,1083.41
Kepler-1129 b,Kepler-1129,Transit,2016,24.3398,2.96,nan,nan,5831.0,1183.88
Kepler-1129 c,Kepler-1129,Transit,2016,76.537,2.73,nan,nan,5831.0,1183.88
Kepler-1130 b,Kepler-1130,Transit,2016,5.453,0.8,nan,nan,5403.0,249.343
Kepler-1131 b,Kepler-1131,Transit,2016,3.5323,1.59,nan,nan,5851.0,1030.7
Kepler-1132 b,Kepler-1132,Transit,2016,62.8916,2.35,nan,nan,5298.0,867.931
Kepler-1133 b,Kepler-1133,Transit,2016,11.5556,1.97,nan,nan,5569.0,753.135
Kepler-1134 b,Kepler-1134,Transit,2016,17.1326,2.64,nan,nan,5281.0,944.445
Kepler-1135 b,Kepler-1135,Transit,2016,76.9579,1.85,nan,nan,5656.0,1314.64
Kepler-1136 b,Kepler-1136,Transit,2016,2.3617,1.64,nan,nan,4512.0,491.406
Kepler-1137 b,Kepler-1137,Transit,2016,23.9211,2.2,nan,nan,6807.0,921.778
Kepler-1138 b,Kepler-1138,Transit,2016,3.1706,1.7,nan,nan,5582.0,872.328
Kepler-1139 b,Kepler-1139,Transit,2016,0.8132,1.19,nan,nan,5550.0,495.156
Kepler-1140 b,Kepler-1140,Transit,2016,24.0863,2.77,nan,nan,4850.0,656.48
Kepler-1141 b,Kepler-1141,Transit,2016,2.3445,0.82,nan,nan,5791.0,393.642
Kepler-1142 b,Kepler-1142,Transit,2016,18.3027,1.47,nan,nan,5685.0,1273.51
Kepler-1143 b,Kepler-1143,Transit,2016,2.8889,1.67,nan,nan,5053.0,555.189
Kepler-1143 c,Kepler-1143,Transit,2016,210.6306,3.6,nan,nan,5053.0,555.189
Kepler-1144 b,Kepler-1144,Transit,2016,17.1465,1.99,nan,nan,5753.0,1140.57
Kepler-1145 b,Kepler-1145,Transit,2016,3.9708,1.4,nan,nan,5064.0,691.961
Kepler-1146 b,Kepler-1146,Transit,2016,2.3523,1.23,nan,nan,4692.0,703.038
Kepler-1147 b,Kepler-1147,Transit,2016,10.6278,2.61,nan,nan,5941.0,1657.36
Kepler-1148 b,Kepler-1148,Transit,2016,1.1045,1.69,nan,nan,5054.0,625.692
Kepler-1149 b,Kepler-1149,Transit,2016,3.7309,1.44,nan,nan,5833.0,1217.73
Kepler-1150 b,Kepler-1150,Transit,2016,2.7879,1.02,nan,nan,4754.0,358.518
Kepler-1151 b,Kepler-1151,Transit,2016,65.6478,2.22,nan,nan,5470.0,682.436
Kepler-1152 b,Kepler-1152,Transit,2016,1.6468,0.87,nan,nan,3964.0,215.233
Kepler-1153 b,Kepler-1153,Transit,2016,1.7558,1.73,nan,nan,5470.0,1119.49
Kepler-1154 b,Kepler-1154,Transit,2016,5.1856,2.34,nan,nan,6327.0,1460.1
Kepler-1154 c,Kepler-1154,Transit,2016,8.4581,2.36,nan,nan,6327.0,1460.1
Kepler-1155 b,Kepler-1155,Transit,2016,33.4697,2.03,nan,nan,5842.0,1128.72
Kepler-1156 b,Kepler-1156,Transit,2016,11.8952,1.32,nan,nan,5778.0,691.331
Kepler-1157 b,Kepler-1157,Transit,2016,4.4574,1.09,nan,nan,4679.0,342.144
Kepler-1158 b,Kepler-1158,Transit,2016,13.5396,2.34,nan,nan,6203.0,1484.25
Kepler-1159 b,Kepler-1159,Transit,2016,22.7082,2.37,nan,nan,6217.0,1213.71
Kepler-1160 b,Kepler-1160,Transit,2016,7.9703,2.14,nan,nan,5519.0,1077.63
Kepler-1161 b,Kepler-1161,Transit,2016,10.7125,2.13,nan,nan,4253.0,547.726
Kepler-1162 b,Kepler-1162,Transit,2016,32.5637,2.21,nan,nan,5390.0,940.211
Kepler-1163 b,Kepler-1163,Transit,2016,6.1179,1.03,nan,nan,6302.0,478.647
Kepler-1164 b,Kepler-1164,Transit,2016,3.976,1.12,nan,nan,5183.0,431.622
Kepler-1165 b,Kepler-1165,Transit,2016,9.4785,1.55,nan,nan,6080.0,1575.2
Kepler-1166 b,Kepler-1166,Transit,2016,33.2407,1.69,nan,nan,5446.0,634.906
Kepler-1167 b,Kepler-1167,Transit,2016,1.0039,1.71,nan,nan,4971.0,820.905
Kepler-1168 b,Kepler-1168,Transit,2016,55.8227,2.5,nan,nan,5157.0,752.666
Kepler-1169 b,Kepler-1169,Transit,2016,6.1101,0.94,nan,nan,6191.0,522.823
Kepler-1170 b,Kepler-1170,Transit,2016,9.9897,2.41,nan,nan,5069.0,1050.45
Kepler-1171 b,Kepler-1171,Transit,2016,1.4426,2.56,nan,nan,7044.0,573.0
Kepler-1172 b,Kepler-1172,Transit,2016,26.0204,3.2,nan,nan,5558.0,1306.53
Kepler-1173 b,Kepler-1173,Transit,2016,0.7699,0.89,nan,nan,5252.0,377.06
Kepler-1174 b,Kepler-1174,Transit,2016,6.8923,1.59,nan,nan,5936.0,1408.75
Kepler-1175 b,Kepler-1175,Transit,2016,37.9456,2.99,nan,nan,5453.0,1121.89
Kepler-1176 b,Kepler-1176,Transit,2016,24.1739,2.45,nan,nan,5844.0,864.699
Kepler-1177 b,Kepler-1177,Transit,2016,106.2475,1.9,nan,nan,5712.0,1299.97
Kepler-1178 b,Kepler-1178,Transit,2016,31.8063,1.07,nan,nan,4990.0,482.287
Kepler-1179 b,Kepler-1179,Transit,2016,2.6851,1.32,nan,nan,5212.0,415.205
Kepler-1180 b,Kepler-1180,Transit,2016,16.8601,1.99,nan,nan,6077.0,1596.8
Kepler-1181 b,Kepler-1181,Transit,2016,4.8934,1.57,nan,nan,6176.0,938.417
Kepler-1182 b,Kepler-1182,Transit,2016,11.1739,2.41,nan,nan,5924.0,1545.39
Kepler-1183 b,Kepler-1183,Transit,2016,28.5057,2.82,nan,nan,5765.0,1919.19
Kepler-1184 b,Kepler-1184,Transit,2016,53.5991,2.68,nan,nan,5983.0,1157.84
Kepler-1185 b,Kepler-1185,Transit,2016,104.3519,1.33,nan,nan,5622.0,459.273
Kepler-1186 b,Kepler-1186,Transit,2016,16.0768,2.23,nan,nan,5635.0,1337.25
Kepler-1187 b,Kepler-1187,Transit,2016,18.8706,2.61,nan,nan,5975.0,1020.53
Kepler-1188 b,Kepler-1188,Transit,2016,17.137,2.08,nan,nan,5913.0,1717.48
Kepler-1189 b,Kepler-1189,Transit,2016,3.7886,1.77,nan,nan,6012.0,782.852
Kepler-1190 b,Kepler-1190,Transit,2016,10.4584,1.33,nan,nan,4730.0,342.509
Kepler-1191 b,Kepler-1191,Transit,2016,5.6001,1.51,nan,nan,5308.0,955.536
Kepler-1192 b,Kepler-1192,Transit,2016,25.2035,2.36,nan,nan,5438.0,1304.19
Kepler-1193 b,Kepler-1193,Transit,2016,2.8327,1.32,nan,nan,5908.0,802.116
Kepler-1194 b,Kepler-1194,Transit,2016,16.2237,1.51,nan,nan,5590.0,757.382
Kepler-1195 b,Kepler-1195,Transit,2016,8.4964,2.08,nan,nan,4965.0,918.566
Kepler-1196 b,Kepler-1196,Transit,2016,66.1849,2.23,nan,nan,5756.0,922.333
Kepler-1197 b,Kepler-1197,Transit,2016,2.0323,1.25,nan,nan,4708.0,486.94
Kepler-1198 b,Kepler-1198,Transit,2016,7.6848,1.47,nan,nan,5517.0,743.03
Kepler-1199 b,Kepler-1199,Transit,2016,15.0447,1.15,nan,nan,5889.0,563.493
Kepler-1200 b,Kepler-1200,Transit,2016,1.1185,1.06,nan,nan,4612.0,588.715
Kepler-1201 b,Kepler-1201,Transit,2016,15.1873,2.29,nan,nan,6177.0,944.241
Kepler-1202 b,Kepler-1202,Transit,2016,28.6851,2.94,nan,nan,5834.0,1175.38
Kepler-1203 b,Kepler-1203,Transit,2016,0.588,1.06,nan,nan,4105.0,317.022
Kepler-1204 b,Kepler-1204,Transit,2016,85.735,3.05,nan,nan,5825.0,1175.22
Kepler-1205 b,Kepler-1205,Transit,2016,1.0784,1.41,nan,nan,5226.0,698.485
Kepler-1206 b,Kepler-1206,Transit,2016,1.217,1.64,nan,nan,4877.0,762.019
Kepler-1207 b,Kepler-1207,Transit,2016,13.6824,1.62,nan,nan,5909.0,1754.19
Kepler-1208 b,Kepler-1208,Transit,2016,11.0851,2.32,nan,nan,5001.0,825.176
Kepler-1209 b,Kepler-1209,Transit,2016,25.3691,1.51,nan,nan,6210.0,505.531
Kepler-1210 b,Kepler-1210,Transit,2016,8.0712,1.7,nan,nan,5568.0,1176.53
Kepler-1211 b,Kepler-1211,Transit,2016,11.0182,2.55,nan,nan,5705.0,1826.53
Kepler-1212 b,Kepler-1212,Transit,2016,12.9413,2.14,nan,nan,6051.0,1316.57
Kepler-1213 b,Kepler-1213,Transit,2016,5.3498,1.19,nan,nan,6050.0,807.812
Kepler-1214 b,Kepler-1214,Transit,2016,18.8263,2.36,nan,nan,5130.0,729.227
Kepler-1215 b,Kepler-1215,Transit,2016,4.767,1.22,nan,nan,5616.0,661.022
Kepler-1216 b,Kepler-1216,Transit,2016,4.3703,1.39,nan,nan,5743.0,1258.36
Kepler-1217 b,Kepler-1217,Transit,2016,2.0323,1.99,nan,nan,5905.0,1347.71
Kepler-1218 b,Kepler-1218,Transit,2016,22.9221,1.44,nan,nan,5986.0,840.503
Kepler-1219 b,Kepler-1219,Transit,2016,16.1047,2.12,nan,nan,5944.0,880.895
Kepler-1220 b,Kepler-1220,Transit,2016,7.4269,1.52,nan,nan,5842.0,961.907
Kepler-1221 b,Kepler-1221,Transit,2016,12.001,1.88,nan,nan,5194.0,913.65
Kepler-1222 b,Kepler-1222,Transit,2016,1.9169,0.79,nan,nan,5239.0,415.218
Kepler-1223 b,Kepler-1223,Transit,2016,16.3013,1.22,nan,nan,4870.0,459.957
Kepler-1224 b,Kepler-1224,Transit,2016,13.3235,1.33,nan,nan,6155.0,559.598
Kepler-1225 b,Kepler-1225,Transit,2016,7.0108,1.82,nan,nan,6140.0,1347.52
Kepler-1226 b,Kepler-1226,Transit,2016,17.2923,1.45,nan,nan,5923.0,1125.72
Kepler-1227 b,Kepler-1227,Transit,2016,94.2888,2.29,nan,nan,5747.0,623.706
Kepler-1228 b,Kepler-1228,Transit,2016,0.5774,1.54,nan,nan,5063.0,515.453
Kepler-1229 b,Kepler-1229,Transit,2016,86.829,1.4,nan,nan,3784.0,265.482
Kepler-1230 b,Kepler-1230,Transit,2016,9.9566,2.71,nan,nan,5961.0,1364.22
Kepler-1231 b,Kepler-1231,Transit,2016,10.4173,1.42,nan,nan,5778.0,987.237
Kepler-1232 b,Kepler-1232,Transit,2016,26.7839,1.93,nan,nan,5471.0,632.865
Kepler-1233 b,Kepler-1233,Transit,2016,45.1263,2.6,nan,nan,6198.0,1178.7
Kepler-1234 b,Kepler-1234,Transit,2016,11.9401,2.81,nan,nan,4967.0,916.749
Kepler-1235 b,Kepler-1235,Transit,2016,4.1606,0.79,nan,nan,5541.0,540.604
Kepler-1236 b,Kepler-1236,Transit,2016,31.0572,2.14,nan,nan,5337.0,999.64
Kepler-1237 b,Kepler-1237,Transit,2016,84.5733,2.86,nan,nan,5472.0,1064.31
Kepler-1238 b,Kepler-1238,Transit,2016,4.1479,1.93,nan,nan,6386.0,1632.13
Kepler-1239 b,Kepler-1239,Transit,2016,5.191,2.9,nan,nan,6564.0,2140.6
Kepler-1240 b,Kepler-1240,Transit,2016,4.8664,1.15,nan,nan,5682.0,862.186
Kepler-1241 b,Kepler-1241,Transit,2016,18.5526,2.63,nan,nan,5261.0,968.722
Kepler-1242 b,Kepler-1242,Transit,2016,13.628,2.26,nan,nan,4895.0,687.615
Kepler-1243 b,Kepler-1243,Transit,2016,16.8321,1.75,nan,nan,5667.0,758.17
Kepler-1244 b,Kepler-1244,Transit,2016,3.7043,1.35,nan,nan,6680.0,1075.81
Kepler-1245 b,Kepler-1245,Transit,2016,4.3541,1.44,nan,nan,5306.0,805.936
Kepler-1245 c,Kepler-1245,Transit,2016,2.9366,1.44,nan,nan,5306.0,805.936
Kepler-1246 b,Kepler-1246,Transit,2016,11.3227,1.36,nan,nan,4611.0,436.505
Kepler-1247 b,Kepler-1247,Transit,2016,13.7122,2.33,nan,nan,5303.0,1045.92
Kepler-1248 b,Kepler-1248,Transit,2016,7.4673,1.18,nan,nan,6149.0,593.026
Kepler-1249 b,Kepler-1249,Transit,2016,24.3347,2.38,nan,nan,6202.0,1904.54
Kepler-1250 b,Kepler-1250,Transit,2016,2.6075,1.92,nan,nan,5717.0,2126.85
Kepler-1251 b,Kepler-1251,Transit,2016,45.0905,1.84,nan,nan,5545.0,902.204
Kepler-1252 b,Kepler-1252,Transit,2016,15.054,1.67,nan,nan,5949.0,648.979
Kepler-1253 b,Kepler-1253,Transit,2016,68.8862,1.33,nan,nan,5850.0,514.524
Kepler-1254 b,Kepler-1254,Transit,2016,9.9911,1.55,nan,nan,4985.0,622.818
Kepler-1254 c,Kepler-1254,Transit,2016,3.6008,1.3,nan,nan,4985.0,622.818
Kepler-1254 d,Kepler-1254,Transit,2016,5.7272,1.31,nan,nan,4985.0,622.818
Kepler-1255 b,Kepler-1255,Transit,2016,36.2919,2.32,nan,nan,6018.0,1617.07
Kepler-1256 b,Kepler-1256,Transit,2016,12.4128,1.49,nan,nan,6129.0,891.192
Kepler-1257 b,Kepler-1257,Transit,2016,2.6683,1.52,nan,nan,5502.0,1105.95
Kepler-1258 b,Kepler-1258,Transit,2016,0.9849,0.86,nan,nan,5839.0,717.555
Kepler-1259 b,Kepler-1259,Transit,2016,0.6631,1.43,nan,nan,5053.0,805.562
Kepler-1260 b,Kepler-1260,Transit,2016,19.1188,1.77,nan,nan,5961.0,1734.43
Kepler-1261 b,Kepler-1261,Transit,2016,48.4309,2.26,nan,nan,5006.0,744.294
Kepler-1262 b,Kepler-1262,Transit,2016,8.679,1.82,nan,nan,5771.0,1054.87
Kepler-1263 b,Kepler-1263,Transit,2016,4.5514,1.14,nan,nan,5213.0,664.83
Kepler-1264 b,Kepler-1264,Transit,2016,0.9685,1.18,nan,nan,5791.0,801.993
Kepler-1265 b,Kepler-1265,Transit,2016,6.4944,1.35,nan,nan,4630.0,583.641
Kepler-1266 b,Kepler-1266,Transit,2016,28.4747,2.58,nan,nan,5044.0,849.312
Kepler-1267 b,Kepler-1267,Transit,2016,13.0314,3.01,nan,nan,6096.0,1379.43
Kepler-1268 b,Kepler-1268,Transit,2016,40.9904,2.03,nan,nan,5904.0,1840.77
Kepler-1269 b,Kepler-1269,Transit,2016,37.3332,1.63,nan,nan,5998.0,1097.23
Kepler-1270 b,Kepler-1270,Transit,2016,6.0336,3.32,nan,nan,5047.0,1095.05
