pl_name,hostname,discoverymethod,disc_year,pl_orbper,pl_rade,pl_bmasse,pl_eqt,st_teff,sy_dist
iot Dra c,iot Dra,Radial Velocity,2021,25000.0,nan,4958.123,nan,4504.0,31.328
ups Leo b,ups Leo,Radial Velocity,2021,385.2,nan,162.092,nan,4836.0,52.597
CoRoT-35 b,CoRoT-35,Transit,2022,3.2275,18.831,349.611,1747.0,6390.0,1123.21
CoRoT-36 b,CoRoT-36,Transit,2022,5.6165,15.805,216.123,1567.0,6730.0,925.958
CoRoT-7 d,CoRoT-7,Radial Velocity,2022,8.966,nan,17.142,nan,5250.0,159.906
EPIC 206317286 c,EPIC 206317286,Transit,2022,17.5155,2.094,nan,nan,4752.0,314.35
GJ 1002 b,GJ 1002,Radial Velocity,2022,10.3465,nan,1.08,230.9,3024.0,4.849
GJ 1002 c,GJ 1002,Radial Velocity,2022,21.202,nan,1.36,181.7,3024.0,4.849
GJ 3090 b,GJ 3090,Transit,2022,2.8531,2.18,4.52,723.0,3707.0,22.475
GJ 3929 b,GJ 3929,Transit,2022,2.6162,1.09,1.75,568.0,3384.0,15.81
GJ 3929 c,GJ 3929,Radial Velocity,2022,15.04,nan,5.71,317.0,3384.0,15.81
GJ 463 b,GJ 463,Radial Velocity,2022,3459.0,nan,524.099,nan,3563.0,18.355
GJ 514 b,GJ 514,Radial Velocity,2022,140.43,nan,5.2,202.0,3728.0,7.618
Gaia-1 b,Gaia-1,Transit,2022,3.0525,13.776,533.952,nan,5470.0,363.66
Gaia-2 b,Gaia-2,Transit,2022,3.6915,14.818,259.666,nan,5720.0,209.229
HD 103891 b,HD 103891,Radial Velocity,2022,1919.0,nan,457.673,nan,6072.0,55.521
HD 105779 b,HD 105779,Radial Velocity,2022,2412.0,nan,203.41,nan,5792.0,55.241
HD 109833 b,HD 109833,Transit,2022,9.1885,2.888,nan,nan,5881.0,79.556
HD 109833 c,HD 109833,Transit,2022,13.9001,2.59,nan,nan,5881.0,79.556
HD 114082 b,HD 114082,Radial Velocity,2022,109.75,11.209,2542.627,nan,6651.0,95.391
HD 11506 d,HD 11506,Radial Velocity,2022,26500.0,nan,4068.204,nan,6123.0,51.261
HD 150010 b,HD 150010,Radial Velocity,2022,562.0,nan,762.788,nan,4153.0,144.49
HD 167768 b,HD 167768,Radial Velocity,2022,20.6532,nan,270.154,nan,4851.0,107.214
HD 174205 b,HD 174205,Radial Velocity,2022,582.0,nan,1334.879,nan,4308.0,234.027
HD 184010 b,HD 184010,Radial Velocity,2022,286.6,nan,98.527,nan,4971.0,60.799
HD 184010 c,HD 184010,Radial Velocity,2022,484.3,nan,95.349,nan,4971.0,60.799
HD 184010 d,HD 184010,Radial Velocity,2022,836.4,nan,143.023,nan,4971.0,60.799
HD 18599 b,HD 18599,Transit,2022,4.1374,2.6,24.1,nan,5145.0,38.565
HD 191939 e,HD 191939,Radial Velocity,2022,101.12,nan,112.2,390.0,5348.0,53.609
HD 191939 f,HD 191939,Radial Velocity,2022,2898.0,nan,915.346,nan,5348.0,53.609
HD 191939 g,HD 191939,Radial Velocity,2022,284.0,nan,13.5,278.0,5348.0,53.609
HD 19615 b,HD 19615,Radial Velocity,2022,402.0,nan,2701.541,nan,4263.0,265.155
HD 20329 b,HD 20329,Transit,2022,0.9261,1.72,7.42,2141.0,5596.0,63.68
HD 22532 b,HD 22532,Radial Velocity,2022,872.6,nan,673.796,nan,5038.0,161.183
HD 23472 d,HD 23472,Transit,2022,3.9766,0.75,0.55,909.0,4684.0,39.034
HD 23472 e,HD 23472,Transit,2022,7.9075,0.818,0.72,723.0,4684.0,39.034
HD 23472 f,HD 23472,Transit,2022,12.1622,1.137,0.77,630.0,4684.0,39.034
HD 260655 b,HD 260655,Transit,2022,2.7695,1.24,2.14,709.0,3803.0,10.006
HD 260655 c,HD 260655,Transit,2022,5.7059,1.533,3.09,557.0,3803.0,10.006
HD 28109 b,HD 28109,Transit,2022,22.8911,2.69,6.2,867.0,6189.0,139.611
HD 28109 c,HD 28109,Transit,2022,55.9971,4.13,9.2,643.0,6189.0,139.611
HD 28109 d,HD 28109,Transit,2022,84.2899,3.11,5.8,561.0,6189.0,139.611
HD 28185 c,HD 28185,Radial Velocity,2022,9090.0,nan,1906.97,nan,5602.0,39.381
HD 29399 b,HD 29399,Radial Velocity,2022,892.7,nan,498.991,nan,4845.0,44.152
HD 3167 e,HD 3167,Radial Velocity,2022,96.63,nan,8.41,nan,5261.0,47.29
HD 33142 d,HD 33142,Radial Velocity,2022,89.9,nan,63.566,nan,5025.4,121.375
HD 56414 b,HD 56414,Transit,2022,29.0499,3.71,nan,1133.0,8500.0,272.217
HD 62364 b,HD 62364,Radial Velocity,2022,5138.0,nan,5965.639,nan,6255.0,53.112
HD 64121 b,HD 64121,Radial Velocity,2022,623.0,nan,813.641,nan,5078.0,129.966
HD 69123 b,HD 69123,Radial Velocity,2022,1193.3,nan,966.198,nan,4842.0,75.116
HD 72659 c,HD 72659,Radial Velocity,2022,35500.0,nan,6165.871,nan,5929.0,51.895
HD 73583 b,HD 73583,Transit,2022,6.398,2.79,10.2,714.0,4511.0,31.567
HD 73583 c,HD 73583,Transit,2022,18.8797,2.39,9.7,498.0,4511.0,31.567
HD 83443 c,HD 83443,Radial Velocity,2022,8241.0,nan,476.743,nan,5442.0,40.899
HD 93963 A b,HD 93963 A,Transit,2022,1.0376,1.47,2.8,1842.2,5908.0,82.343
HD 93963 A c,HD 93963 A,Transit,2022,3.6451,3.12,18.4,1212.4,5908.0,82.343
HIP 21152 b,HIP 21152,Imaging,2022,22000.0,nan,7627.882,1300.0,6655.0,43.407
HIP 94235 b,HIP 94235,Transit,2022,7.7131,3.0,379.0,1060.0,5991.0,58.515
K2-365 b,K2-365,Transit,2022,23.4482,2.906,nan,nan,5561.0,187.222
K2-366 b,K2-366,Transit,2022,15.937,2.359,nan,nan,5601.0,185.947
K2-367 b,K2-367,Transit,2022,20.6451,2.413,nan,nan,4348.0,176.965
K2-368 b,K2-368,Transit,2022,5.0256,1.332,nan,nan,4663.0,206.608
K2-368 c,K2-368,Transit,2022,9.6602,1.361,nan,nan,4663.0,206.608
K2-368 d,K2-368,Transit,2022,20.2011,1.948,nan,nan,4663.0,206.608
K2-369 b,K2-369,Transit,2022,5.7616,1.313,nan,nan,5682.0,185.55
K2-370 b,K2-370,Transit,2022,2.1408,3.207,nan,nan,5377.0,144.202
K2-371 b,K2-371,Transit,2022,3.1149,13.024,nan,nan,4925.0,442.813
K2-372 b,K2-372,Transit,2022,9.8441,2.945,nan,nan,5479.0,463.88
K2-373 b,K2-373,Transit,2022,11.0207,2.061,nan,nan,6138.0,229.567
K2-374 b,K2-374,Transit,2022,4.522,1.593,nan,nan,5789.0,359.439
K2-374 c,K2-374,Transit,2022,16.4344,2.213,nan,nan,5789.0,359.439
K2-375 b,K2-375,Transit,2022,14.4539,2.243,nan,nan,5822.0,696.1
K2-376 b,K2-376,Transit,2022,5.7765,1.736,nan,nan,5937.0,161.61
K2-377 b,K2-377,Transit,2022,12.8322,1.693,nan,nan,4200.0,195.149
K2-378 b,K2-378,Transit,2022,2.0604,2.88,nan,nan,4823.0,687.973
K2-379 b,K2-379,Transit,2022,8.7772,2.181,nan,nan,4603.0,182.207
K2-380 b,K2-380,Transit,2022,9.4013,2.729,nan,nan,5911.0,249.303
K2-381 b,K2-381,Transit,2022,7.9389,1.075,nan,nan,4473.0,145.701
K2-381 c,K2-381,Transit,2022,16.0347,2.0,nan,nan,4473.0,145.701
K2-381 d,K2-381,Transit,2022,26.803,1.689,nan,nan,4473.0,145.701
K2-382 b,K2-382,Transit,2022,21.7002,2.072,nan,nan,5452.0,278.412
K2-383 b,K2-383,Transit,2022,1.866,1.564,nan,nan,5129.0,203.788
K2-384 b,K2-384,Transit,2022,2.2315,1.076,nan,nan,3623.0,82.66
K2-384 c,K2-384,Transit,2022,4.1948,1.191,nan,nan,3623.0,82.66
K2-384 d,K2-384,Transit,2022,6.6796,1.392,nan,nan,3623.0,82.66
K2-384 e,K2-384,Transit,2022,9.715,1.345,nan,nan,3623.0,82.66
K2-384 f,K2-384,Transit,2022,13.6275,2.222,nan,nan,3623.0,82.66
K2-385 b,K2-385,Transit,2022,2.3809,1.539,nan,nan,4844.0,420.819
K2-386 b,K2-386,Transit,2022,7.4732,2.32,nan,nan,5749.0,428.785
K2-387 b,K2-387,Transit,2022,28.7353,7.322,nan,nan,3572.0,266.318
K2-388 b,K2-388,Transit,2022,6.3393,3.9,nan,874.0,5310.0,290.495
K2-389 b,K2-389,Transit,2022,8.5829,2.33,nan,932.0,5773.0,259.208
K2-389 c,K2-389,Transit,2022,20.8513,2.04,nan,nan,5782.0,259.208
K2-390 b,K2-390,Transit,2022,3.3128,4.662,nan,nan,5558.0,456.122
K2-391 b,K2-391,Transit,2022,4.6227,1.371,nan,nan,5543.0,507.94
K2-392 b,K2-392,Transit,2022,15.3987,1.85,nan,nan,5726.0,406.985
K2-393 b,K2-393,Transit,2022,10.4132,2.352,nan,nan,5678.0,265.914
K2-394 b,K2-394,Transit,2022,5.0957,1.692,nan,nan,4938.0,98.015
K2-395 b,K2-395,Transit,2022,4.8034,2.597,nan,nan,5007.0,286.727
K2-395 c,K2-395,Transit,2022,8.4913,3.395,nan,nan,5007.0,286.727
K2-396 b,K2-396,Transit,2022,0.6739,1.579,nan,nan,5236.0,274.864
K2-396 c,K2-396,Transit,2022,25.7605,3.124,nan,nan,5236.0,274.864
K2-397 b,K2-397,Transit,2022,3.5723,2.417,nan,nan,5387.0,199.354
K2-398 b,K2-398,Transit,2022,6.393,2.274,nan,nan,5946.0,606.992
K2-398 c,K2-398,Transit,2022,18.7878,5.098,nan,nan,5946.0,606.992
K2-400 b,K2-400,Transit,2022,3.8651,1.163,nan,nan,3578.0,62.38
K2-401 b,K2-401,Transit,2022,6.2931,2.262,nan,nan,4213.0,200.727
K2-402 b,K2-402,Transit,2022,17.2747,2.678,nan,nan,5716.0,523.055
K2-403 b,K2-403,Transit,2022,33.59,5.333,nan,nan,5511.0,246.599
K2-404 b,K2-404,Transit,2022,13.1154,2.53,nan,nan,3748.0,121.63
K2-405 b,K2-405,Transit,2022,3.4355,4.569,nan,nan,4927.0,197.234
K2-406 b,K2-406,Transit,2022,22.5494,4.602,nan,nan,5784.0,85.375
K2-407 b,K2-407,Transit,2022,4.9419,1.283,nan,nan,5563.0,218.376
K2-407 c,K2-407,Transit,2022,9.2245,1.36,nan,nan,5563.0,218.376
K2-408 b,K2-408,Transit,2022,20.979,1.677,nan,nan,5335.0,162.306
K2-409 b,K2-409,Transit,2022,1.9081,2.482,nan,nan,5742.0,431.031
K2-411 b,K2-411,Transit,2022,3.2141,0.99,nan,nan,5711.0,298.219
K2-412 b,K2-412,Transit,2022,5.9382,2.116,nan,nan,5590.0,654.085
K2-413 b,K2-413,Transit,2022,0.8094,0.76,nan,nan,4116.0,285.162
K2-413 c,K2-413,Transit,2022,5.3301,1.233,nan,nan,4116.0,285.162
K2-414 b,K2-414,Transit,2022,4.3696,1.219,nan,nan,4343.0,260.036
K2-414 c,K2-414,Transit,2022,6.669,1.929,nan,nan,4343.0,260.036
K2-99 c,K2-99,Radial Velocity,2022,522.2,nan,2669.759,390.0,6069.0,519.229
KIC 3526061 b,KIC 3526061,Radial Velocity,2022,3552.0,nan,5768.586,nan,4829.0,401.229
KOI-4777.01,KOI-4777,Transit,2022,0.412,0.51,99.2,1180.0,3515.0,172.245
KOI-7368 b,KOI-7368,Transit,2022,6.843,2.22,nan,nan,5241.0,264.995
KOI-7913 b,KOI-7913 A,Transit,2022,24.2786,2.34,nan,nan,4324.0,271.277
KOI-984 b,KOI-984,Transit,2022,4.2882,4.3,nan,1022.0,5295.0,252.667
KOI-984 c,KOI-984,Transit Timing Variations,2022,21.512,nan,209.8,597.0,5295.0,252.667
Kepler-138 e,Kepler-138,Transit Timing Variations,2022,38.23,nan,0.43,292.0,3841.0,66.862
Kepler-1972 b,Kepler-1972,Transit,2022,7.5442,0.802,2.02,nan,5818.0,287.339
Kepler-1972 c,Kepler-1972,Transit,2022,11.3295,0.868,2.11,nan,5818.0,287.339
Kepler-451 c,2MASS J19383260+4603591,Eclipse Timing Variations,2022,1460.0,nan,511.704,nan,29564.0,396.332
Kepler-451 d,2MASS J19383260+4603591,Eclipse Timing Variations,2022,43.0,nan,559.378,nan,29564.0,396.332
LP 890-9 b,LP 890-9,Transit,2022,2.7299,1.32,13.2,396.0,2850.0,32.43
LP 890-9 c,LP 890-9,Transit,2022,8.4575,1.367,25.3,272.0,2850.0,32.43
LTT 1445 A c,LTT 1445 A,Transit,2022,3.1239,1.147,1.54,508.0,3340.0,6.869
NGTS-20 b,NGTS-20,Transit,2022,54.1892,11.994,947.129,688.0,5980.0,382.898
NGTS-21 b,NGTS-21,Transit,2022,1.5434,14.908,750.075,1357.0,4660.0,592.891
NGTS-23 b,NGTS-23,Transit,2022,4.0764,14.202,194.829,1327.0,6057.0,1074.95
NGTS-24 b,NGTS-24,Transit,2022,3.4679,13.608,165.271,1499.0,5820.0,683.062
NGTS-25 b,NGTS-25,Transit,2022,2.8231,11.467,203.092,1101.0,5321.0,521.233
Ross 508 b,Ross 508,Radial Velocity,2022,10.77,nan,4.0,nan,3071.0,11.21
TOI-1064 b,TOI-1064,Transit,2022,6.4439,2.587,13.5,784.0,4734.0,68.073
TOI-1064 c,TOI-1064,Transit,2022,12.2266,2.651,2.5,634.0,4734.0,68.073
TOI-1075 b,TOI-1075,Transit,2022,0.6047,1.791,9.95,1323.0,3875.0,61.459
TOI-1107 b,TOI-1107,Transit,2022,4.0782,14.572,1064.725,1728.0,6311.0,281.314
TOI-1136 b,TOI-1136,Transit,2022,4.1727,nan,3.5,1216.0,5770.0,84.536
TOI-1136 c,TOI-1136,Transit,2022,6.2574,nan,6.32,1062.0,5770.0,84.536
TOI-1136 d,TOI-1136,Transit,2022,12.5199,nan,8.35,843.0,5770.0,84.536
TOI-1136 e,TOI-1136,Transit,2022,18.801,nan,6.07,737.0,5770.0,84.536
TOI-1136 f,TOI-1136,Transit,2022,26.321,nan,9.7,658.0,5770.0,84.536
TOI-1136 g,TOI-1136,Transit,2022,39.545,nan,5.6,574.0,5770.0,84.536
TOI-1181 b,TOI-1181,Transit,2022,2.1032,17.026,374.72,nan,6054.0,302.819
TOI-1227 b,TOI-1227,Transit,2022,27.364,9.572,nan,nan,3072.0,100.641
TOI-1238 b,TOI-1238,Transit,2022,0.7646,1.21,3.76,1133.0,4089.0,70.714
TOI-1238 c,TOI-1238,Transit,2022,3.2947,2.11,8.32,695.0,4089.0,70.714
TOI-1246 b,TOI-1246,Transit,2022,4.3074,3.01,8.1,955.0,5151.0,169.422
TOI-1246 c,TOI-1246,Transit,2022,5.9041,2.451,9.1,862.5,5213.0,169.422
TOI-1246 d,TOI-1246,Transit,2022,18.6549,3.431,5.4,587.8,5213.0,169.422
TOI-1246 e,TOI-1246,Transit,2022,37.9255,3.514,14.5,464.0,5213.0,169.422
TOI-1260 d,TOI-1260,Transit,2022,16.6082,3.12,11.84,499.0,4227.0,73.598
TOI-1268 b,TOI-1268,Transit,2022,8.1577,9.1,96.4,918.9,5300.0,109.557
TOI-1272 b,TOI-1272,Transit,2022,3.316,4.132,27.0,975.0,5065.0,137.572
TOI-1272 c,TOI-1272,Radial Velocity,2022,8.6811,nan,21.7,nan,5065.0,137.572
TOI-1288 b,TOI-1288,Transit,2022,2.6998,4.968,44.1,1203.4,5388.0,114.865
TOI-1288 c,TOI-1288,Radial Velocity,2022,416.0,nan,85.7,nan,5388.0,114.865
TOI-1411 b,TOI-1411,Transit,2022,1.4521,1.199,2.0,976.4,4115.0,32.478
TOI-1442 b,TOI-1442,Transit,2022,0.4091,1.17,nan,1072.0,3330.0,41.166
TOI-1452 b,TOI-1452,Transit,2022,11.062,1.672,4.82,326.0,3185.0,30.521
TOI-1468 b,TOI-1468,Transit,2022,1.8805,1.401,3.04,683.5,3376.0,24.74
TOI-1468 c,TOI-1468,Transit,2022,15.5325,2.126,4.1,338.1,3376.0,24.74
TOI-1516 b,TOI-1516,Transit,2022,2.056,15.244,1004.338,nan,6520.0,247.054
TOI-1670 b,TOI-1670,Transit,2022,10.9846,2.06,41.318,1062.0,6170.0,168.067
TOI-1670 c,TOI-1670,Transit,2022,40.7498,11.063,200.232,684.0,6170.0,168.067
TOI-1693 b,TOI-1693,Transit,2022,1.7667,1.41,nan,764.0,3499.0,30.795
TOI-1695 b,TOI-1695,Transit,2022,3.1343,1.9,6.36,698.0,3690.0,45.131
TOI-1696 b,TOI-1696,Transit,2022,2.5003,3.09,48.8,489.0,3185.0,64.917
TOI-1710 b,TOI-1710,Transit,2022,24.2834,5.203,22.4,603.0,5684.0,81.227
TOI-1759 b,TOI-1759,Transit,2022,18.8502,3.14,10.8,443.0,4065.0,40.065
TOI-1820 b,TOI-1820,Transit,2022,4.8607,12.778,731.005,1375.0,5734.0,248.504
TOI-1860 b,TOI-1860,Transit,2022,1.0662,1.31,nan,1885.0,5752.0,45.864
TOI-2025 b,TOI-2025,Transit,2022,8.8721,11.893,1144.182,1166.0,5977.0,335.985
TOI-2046 b,TOI-2046,Transit,2022,1.4972,16.141,731.005,nan,6250.0,289.668
TOI-2048 b,TOI-2048,Transit,2022,13.7902,2.61,nan,nan,5185.0,116.567
TOI-206 b,TOI-206,Transit,2022,0.7363,1.3,nan,910.0,3383.0,47.746
TOI-2081 b,TOI-2081,Transit,2022,10.5053,2.04,nan,488.0,3800.0,62.345
TOI-2136 b,TOI-2136,Transit,2022,7.8519,2.19,6.37,395.0,3342.0,33.363
TOI-2158 b,TOI-2158,Transit,2022,8.6008,10.761,260.619,1188.0,5673.0,198.473
TOI-2180 b,TOI-2180,Transit,2022,260.79,11.321,875.617,348.0,5695.0,116.685
TOI-2184 b,TOI-2184,Transit,2022,6.9068,11.4,206.588,nan,5966.0,788.317
TOI-2193 A b,TOI-2193 A,Transit,2022,2.1226,19.84,298.759,1763.0,5966.0,337.064
TOI-2196 b,TOI-2196,Transit,2022,1.1947,3.51,26.0,1860.0,5634.0,259.947
TOI-2207 b,TOI-2207,Transit,2022,8.002,11.153,203.41,1259.0,6101.0,373.345
TOI-2236 b,TOI-2236,Transit,2022,3.5316,14.37,502.169,1688.0,6248.0,355.59
TOI-2260 b,TOI-2260,Transit,2022,0.3525,1.62,nan,2609.0,5534.0,101.251
TOI-2337 b,TOI-2337,Transit,2022,2.9943,10.088,508.525,nan,4780.0,536.046
TOI-2411 b,TOI-2411,Transit,2022,0.7827,1.68,nan,1355.0,4099.0,59.536
TOI-2421 b,TOI-2421,Transit,2022,4.3474,10.368,105.837,1534.0,5607.0,327.927
TOI-2427 b,TOI-2427,Transit,2022,1.306,1.8,nan,1117.0,4072.0,28.515
TOI-2445 b,TOI-2445,Transit,2022,0.3711,1.25,nan,1060.0,3333.0,48.582
TOI-2545 b,TOI-2545,Transit,2022,7.994,2.75,nan,nan,5846.3,107.118
TOI-2567 b,TOI-2567,Transit,2022,5.9839,10.929,63.884,1352.0,5611.0,504.775
TOI-2570 b,TOI-2570,Transit,2022,2.9888,13.641,260.619,1431.0,5771.0,361.857
TOI-2669 b,TOI-2669,Transit,2022,6.2034,19.728,193.875,nan,4800.0,393.443
TOI-277 b,TOI-277,Transit,2022,3.994,2.65,nan,nan,4031.0,64.669
TOI-3331 A b,TOI-3331 A,Transit,2022,2.018,12.98,721.47,1488.0,5609.0,217.193
TOI-3540 A b,TOI-3540 A,Transit,2022,3.12,23.539,375.038,1498.0,5810.0,nan
TOI-3629 b,TOI-3629,Transit,2022,3.9366,8.295,82.635,690.0,3870.0,130.091
TOI-3693 b,TOI-3693,Transit,2022,9.0885,12.599,324.185,801.0,5321.0,176.436
TOI-3714 b,TOI-3714,Transit,2022,2.1548,11.321,222.48,750.0,3660.0,112.71
TOI-3757 b,TOI-3757,Transit,2022,3.4388,12.0,85.3,759.0,3913.0,181.139
TOI-3884 b,TOI-3884,Transit,2022,4.5446,6.43,32.59,441.0,3180.0,43.145
TOI-411 b,HD 22946,Transit,2022,4.0403,1.362,13.71,1241.0,6169.0,62.779
TOI-411 c,HD 22946,Transit,2022,9.5731,2.328,9.72,931.0,6169.0,62.779
TOI-4137 b,TOI-4137,Transit,2022,3.8016,13.574,457.673,1570.0,6202.0,334.993
TOI-4329 b,TOI-4329,Transit,2022,2.9223,16.813,143.023,nan,6000.0,717.128
TOI-4479 b,TOI-4479,Transit,2022,1.1589,2.82,nan,861.0,3400.0,80.653
TOI-500 b,TOI-500,Transit,2022,0.5482,1.166,1.42,1617.0,4440.0,47.392
TOI-500 c,TOI-500,Radial Velocity,2022,6.6356,nan,5.03,nan,4440.0,47.392
TOI-500 d,TOI-500,Radial Velocity,2022,26.233,nan,33.12,nan,4440.0,47.392
TOI-500 e,TOI-500,Radial Velocity,2022,61.3,nan,15.05,nan,4440.0,47.392
TOI-5153 b,TOI-5153,Transit,2022,20.33,11.882,1036.121,906.0,6300.0,390.484
TOI-5174 b,TOI-5174,Transit,2022,12.2143,5.351,nan,nan,5643.8,197.243
TOI-5238 b,TOI-5238,Transit,2022,4.8722,5.22,nan,nan,5631.0,290.646
TOI-5398 b,TOI-5398,Transit,2022,10.5905,10.3,58.7,947.0,6000.0,130.855
TOI-544 b,TOI-544,Transit,2022,1.5484,2.018,2.89,999.0,4169.0,41.117
TOI-5542 b,TOI-5542,Transit,2022,75.1238,11.31,419.533,441.0,5700.0,348.849
TOI-620 b,TOI-620,Transit,2022,5.0988,3.76,nan,603.6,3708.0,33.023
TOI-712 b,TOI-712,Transit,2022,9.5314,2.049,nan,650.0,4622.0,58.621
TOI-712 c,TOI-712,Transit,2022,51.6991,2.701,nan,369.9,4622.0,58.621
TOI-712 d,TOI-712,Transit,2022,84.8396,2.474,nan,313.6,4622.0,58.621
TOI-833 b,TOI-833,Transit,2022,1.0419,1.27,nan,1118.0,3920.0,41.715
TOI-969 b,TOI-969,Transit,2022,1.8237,2.765,9.1,941.0,4435.0,77.255
TOI-969 c,TOI-969,Radial Velocity,2022,1700.0,nan,3591.461,96.4,4435.0,77.255
TYC 2187-512-1 b,TYC 2187-512-1,Radial Velocity,2022,691.9,nan,104.883,nan,3734.0,15.474
WASP-132 c,WASP-132,Transit,2022,1.0115,1.841,6.26,1329.0,4686.0,122.91
pi Men d,HD 39091,Radial Velocity,2022,124.64,nan,13.38,nan,5998.0,18.27
75 Cet c,75 Cet,Radial Velocity,2023,2051.62,nan,289.86,nan,4809.0,82.961
AU Mic d,AU Mic,Transit Timing Variations,2023,12.736,nan,1.053,nan,3678.0,9.722
BD+37 3172 b,BD+37 3172,Radial Velocity,2023,1887.76,nan,3368.981,nan,4500.0,454.251
BD+42 2315 b,BD+42 2315,Radial Velocity,2023,123.05,nan,174.806,nan,4500.0,610.715
BD-210397 b,BD-210397,Radial Velocity,2023,1891.0,nan,214.0,nan,4051.0,23.732
DMPP-4 b,DMPP-4,Radial Velocity,2023,3.4982,nan,12.2,nan,6400.0,25.328
EPIC 229004835 b,EPIC 229004835,Transit,2023,16.1411,2.332,10.4,804.0,5868.0,121.971
GJ 1151 c,GJ 1151,Radial Velocity,2023,389.7,nan,10.62,nan,3280.0,8.036
GJ 328 c,GJ 328,Radial Velocity,2023,241.8,nan,21.4,nan,3897.0,20.527
GJ 367 c,GJ 367,Radial Velocity,2023,11.5301,nan,4.13,nan,3522.0,9.413
GJ 367 d,GJ 367,Radial Velocity,2023,34.369,nan,6.03,nan,3522.0,9.413
GJ 3988 b,GJ 3988,Radial Velocity,2023,6.9442,nan,3.69,348.0,3273.0,9.91
GJ 724 b,GJ 724,Radial Velocity,2023,5.1013,nan,10.75,611.0,3799.0,16.966
GJ 806 b,GJ 806,Transit,2023,0.9263,1.331,1.9,940.0,3600.0,12.044
GJ 806 c,GJ 806,Radial Velocity,2023,6.6406,nan,5.8,490.0,3600.0,12.044
HD 110067 b,HD 110067,Transit,2023,9.1137,2.2,5.69,800.0,5266.0,32.158
HD 110067 c,HD 110067,Transit,2023,13.6737,2.388,6.3,699.0,5266.0,32.158
HD 110067 d,HD 110067,Transit,2023,20.5196,2.852,8.52,602.0,5266.0,32.158
HD 110067 e,HD 110067,Transit,2023,30.7931,1.94,3.9,533.0,5266.0,32.158
HD 110067 f,HD 110067,Transit,2023,41.0585,2.601,5.04,489.0,5266.0,32.158
HD 110067 g,HD 110067,Transit,2023,54.7699,2.607,8.4,440.0,5266.0,32.158
HD 112300 b,HD 112300,Radial Velocity,2023,466.63,nan,5031.224,nan,3657.0,62.073
HD 112570 b,HD 112570,Radial Velocity,2023,2615.0,nan,1086.973,nan,4750.0,101.166
HD 135694 b,HD 135694,Transit,2023,15.9235,2.857,nan,nan,5712.0,73.871
HD 154391 b,HD 154391,Radial Velocity,2023,5163.0,nan,2892.239,nan,4909.0,100.947
HD 15906 b,HD 15906,Transit,2023,10.9247,2.24,nan,668.0,4757.0,45.562
HD 15906 c,HD 15906,Transit,2023,21.5833,2.93,nan,532.0,4757.0,45.562
HD 165131 b,HD 165131,Radial Velocity,2023,2342.6,nan,5943.391,nan,5870.0,57.426
HD 167677 b,HD 167677,Radial Velocity,2023,1820.0,nan,905.811,nan,5474.0,54.326
HD 18438 b,HD 18438,Radial Velocity,2023,803.0,nan,6674.397,nan,3860.0,224.146
HD 207496 b,HD 207496,Transit,2023,6.441,2.25,6.1,743.0,4819.0,23.606
HD 22946 d,HD 22946,Transit,2023,47.4249,2.607,26.57,546.0,6169.0,62.779
HD 235088 b,HD 235088,Transit,2023,7.4341,1.982,4.15,nan,5075.0,41.171
HD 25463 b,HD 25463,Transit,2023,7.0491,2.545,8.7,1198.5,6353.0,45.618
HD 25463 c,HD 25463,Transit,2023,3.044,1.364,4.3,1585.6,6353.0,45.618
HD 36384 b,HD 36384,Radial Velocity,2023,490.0,nan,2097.667,nan,3940.0,209.309
HD 6061 b,HD 6061,Transit,2023,5.2549,2.428,10.0,1075.3,5934.0,67.62
HD 63433 d,HD 63433,Transit,2023,4.2091,1.073,nan,1040.0,5688.0,22.404
HD 6860 b,HD 6860,Radial Velocity,2023,663.87,nan,8981.831,nan,3802.0,61.125
HD 74698 b,HD 74698,Radial Velocity,2023,15.017,nan,23.0,nan,5783.0,52.065
HD 74698 c,HD 74698,Radial Velocity,2023,3449.0,nan,126.0,nan,5783.0,52.065
HD 88986 b,HD 88986,Radial Velocity,2023,146.05,2.49,17.2,460.0,5861.0,33.267
HD 94771 b,HD 94771,Radial Velocity,2023,2164.0,nan,169.0,nan,5631.0,57.781
HD 99492 c,HD 99492,Radial Velocity,2023,95.233,nan,17.9,nan,4929.0,18.204
HIP 113103 b,HIP 113103,Transit,2023,7.6103,1.829,nan,721.0,4930.0,46.212
HIP 113103 c,HIP 113103,Transit,2023,14.2456,2.4,nan,585.0,4930.0,46.212
HIP 29442 c,TOI-469,Radial Velocity,2023,3.538,1.551,4.5,1123.0,5289.0,68.192
HIP 29442 d,TOI-469,Radial Velocity,2023,6.4296,1.538,5.14,920.0,5289.0,68.192
HIP 66074 b,HIP 66074,Astrometry,2023,310.9,nan,1589.142,nan,4300.0,35.444
HIP 8152 b,HIP 8152,Transit,2023,10.751,2.536,8.9,795.0,5618.0,101.694
HIP 8152 c,HIP 8152,Transit,2023,19.6056,2.524,10.7,650.7,5618.0,101.694
HIP 9618 b,HIP 9618,Transit,2023,20.7729,3.828,8.3,640.9,5649.0,67.548
HIP 9618 c,HIP 9618,Transit,2023,52.5636,3.429,7.0,470.3,5649.0,67.548
HN Lib b,HN Lib,Radial Velocity,2023,36.116,nan,5.46,234.4,3347.0,6.244
K2-312 c,HD 80653,Radial Velocity,2023,921.2,nan,1719.452,nan,5959.0,109.86
